0.0	-3.464101615137754
0.0	-2.732050807568879
0.0	-2.7320508075688776
0.0	-2.0000000000000004
0.0	-1.7320508075688776
0.0	-1.7320508075688765
0.0	-1.0000000000000016
0.0	-0.9999999999999991
0.0	-0.7320508075688797
0.0	-0.7320508075688779
0.0	-2.4742530151598513e-16
0.0	-6.351540883396487e-17
0.0	5.907478336915799e-16
0.0	6.581606772298354e-16
0.0	2.116983136289883e-15
0.0	0.7320508075688782
0.0	0.7320508075688793
0.0	0.9999999999999999
0.0	1.0000000000000007
0.0	1.7320508075688763
0.0	1.7320508075688774
0.0	2.0000000000000004
0.0	2.7320508075688776
0.0	2.732050807568878
0.0	3.464101615137755
1.0	-9.815407675170261
1.0	-8.692798736810873
1.0	-8.692798736810872
1.0	-7.593229517745147
1.0	-7.579503404550501
1.0	-7.544190869392133
1.0	-6.487920737193534
1.0	-6.487920737193529
1.0	-6.429756157084976
1.0	-6.429756157084973
1.0	-6.125991348190553
1.0	-6.11868034403323
1.0	-5.419533097059648
1.0	-5.34724453208943
1.0	-5.336919104313406
1.0	-5.031553882062217
1.0	-5.031553882062211
1.0	-4.262059694326883
1.0	-4.262059694326878
1.0	-3.963503499456541
1.0	-3.8501744775125704
1.0	-3.1974008113406844
1.0	-2.819119909604952
1.0	-2.819119909604952
1.0	-2.4648142788721983
1.0	0.1200030750295665
1.0	0.6202736688293563
1.0	0.6202737274955057
1.0	1.1478431063337362
1.0	1.5737874096050204
1.0	1.6513387781372988
1.0	2.1152829444654
1.0	2.115283074028063
1.0	2.703356306591825
1.0	2.7033564427815318
1.0	3.1053829212935784
1.0	3.209474885108567
1.0	3.234602208405974
1.0	3.6315206334682095
1.0	3.670169961849348
1.0	4.130354683971962
1.0	4.130354732901761
1.0	4.19780341407062
1.0	4.1978036743975675
1.0	5.099614822082104
1.0	5.182556306842653
1.0	5.30013076515311
1.0	6.220427518184956
1.0	6.220427702378029
1.0	7.18724937493053
2.0	-9.815407675170261
2.0	-8.692798736810873
2.0	-8.692798736810872
2.0	-7.593229517745147
2.0	-7.579503404550501
2.0	-7.544190869392133
2.0	-6.487920737193534
2.0	-6.487920737193529
2.0	-6.429756157084976
2.0	-6.429756157084973
2.0	-6.125991348190553
2.0	-6.11868034403323
2.0	-5.419533097059648
2.0	-5.34724453208943
2.0	-5.336919104313406
2.0	-5.031553882062217
2.0	-5.031553882062211
2.0	-4.262059694326883
2.0	-4.262059694326878
2.0	-3.963503499456541
2.0	-3.8501744775125704
2.0	-3.1974008113406844
2.0	-2.819119909604952
2.0	-2.819119909604952
2.0	-2.4648142788721983
2.0	0.2984998840620127
2.0	0.7552825078673032
2.0	0.7552825078673053
2.0	1.238539739004029
2.0	1.7474496751788215
2.0	1.8366441177922241
2.0	2.2584637932362535
2.0	2.258463793236255
2.0	2.8541747245893956
2.0	2.8541747245893987
2.0	3.2861590535618426
2.0	3.290694559661049
2.0	3.3464179863790657
2.0	3.859026823992324
2.0	3.8607815583497715
2.0	4.2840163266003595
2.0	4.2840163266003595
2.0	4.361619810367304
2.0	4.361619810367306
2.0	5.3188142680210495
2.0	5.3690508896693085
2.0	5.408197462913221
2.0	6.404888792827879
2.0	6.404888792827885
2.0	7.433705540593133
