#Temperature	Magnetization	Magn._susceptibility	Energy	Specific_heat
2.49 0.0701872 11.0409554866 -1.1154716 0.929159196529 
2.5 0.0631366 7.08496872176 -1.1087672 0.833531206656 
2.51 0.0623176 7.81499318821 -1.0974124 0.835647190108 
2.52 0.0546356 6.01942068508 -1.0907428 0.803357155707 
2.53 0.056242 7.10766069565 -1.0816196 0.817322713743 
2.54 0.0661166 9.69522127732 -1.0749552 0.839801464691 
2.55 0.0528886 6.95436937271 -1.0659972 0.806265393556 
2.56 0.0480834 5.47236236109 -1.0597696 0.760828179688 
2.57 0.0481128 5.05652823409 -1.0475724 0.688622868234 
2.58 0.0461798 4.15117531767 -1.0418608 0.800535760111 
2.59 0.049713 5.0151270695 -1.0350556 0.788703490765 
2.6 0.0442844 4.54018244862 -1.0281128 0.707907331598 
2.61 0.0455988 4.14528305962 -1.019066 0.640342631494 
2.62 0.0470976 4.61041280244 -1.0135064 0.663469784744 
2.63 0.0404948 3.32165860441 -1.0069676 0.68577482722 
2.64 0.0436506 3.57035681682 -1.00225 0.686524879477 
2.65 0.0404326 3.22260414053 -0.9937328 0.729281429918 
2.66 0.045403 3.83347169549 -0.98767 0.597630702697 
2.67 0.044743 3.9701953221 -0.9802812 0.671273445497 
2.68 0.0365096 2.89330383522 -0.9745068 0.598981000446 
2.69 0.0406584 3.03219579717 -0.969328 0.643670839264 
2.7 0.0362794 2.75085265052 -0.9632536 0.608678637915 
2.71 0.0432076 3.4866433293 -0.9566496 0.584968641277 
2.72 0.038564 3.15175729412 -0.9535088 0.576573965398 
2.73 0.037328 2.71234027839 -0.9457164 0.611272244415 
2.74 0.0352628 2.57996721226 -0.9424188 0.575602491555 
2.75 0.0374274 3.1154944336 -0.9337472 0.573886958228 
2.76 0.038179 2.71721361957 -0.9308764 0.544345414619 
2.77 0.0377248 2.95320933199 -0.922434 0.495554332782 
2.78 0.0319638 2.01283830777 -0.9181988 0.547205215258 
2.79 0.031078 2.13477905376 -0.9130624 0.5286755646 
2.8 0.0333272 2.13659935771 -0.9084124 0.52461511 
2.81 0.0366452 2.78239329879 -0.9013292 0.49731136556 
2.82 0.0344 2.40348141844 -0.8988236 0.450132995121 
2.83 0.0337458 2.17027159845 -0.893668 0.543834803781 
2.84 0.0318908 1.97238477239 -0.8878232 0.462261185479 
2.85 0.031585 1.79032103509 -0.8810228 0.467665029437 
2.86 0.0342052 2.18789556979 -0.8779908 0.478816660179 
2.87 0.029155 1.60232841463 -0.8736144 0.462390016438 
2.88 0.0275838 1.56356978319 -0.867552 0.448119907407 
2.89 0.0318254 2.02009008595 -0.8646388 0.428157822057 
2.9 0.029024 1.70244491034 -0.8607156 0.4604991161 
2.91 0.0306466 1.85386401526 -0.8560644 0.403883577945 
2.92 0.0274766 1.51333456315 -0.85153 0.473395829424 
2.93 0.0276976 1.59325049229 -0.8464784 0.463667990821 
2.94 0.0307396 1.76389044844 -0.8419704 0.426035915406 
2.95 0.0292122 1.54048993614 -0.8407824 0.392274599529 
2.96 0.0269666 1.34261933932 -0.8351428 0.434669567385 
2.97 0.0271898 1.3904396497 -0.8290104 0.396733997483 
2.98 0.0276046 1.50822476121 -0.8250052 0.419903217152 
2.99 0.0260358 1.28926113164 -0.8212404 0.429121070055 
3.0 0.0292226 1.60558989747 -0.8178788 0.415249989511 
