#Temperature	Magnetization	Magn._susceptibility	Energy	Specific_heat
2.8 0.0684776 2.14546776629 -0.9082384 0.502824325714 
2.81 0.062052 1.83785097509 -0.9018016 0.516101365687 
2.82 0.062868 1.96293604255 -0.8983408 0.495856450682 
2.83 0.0674616 2.2349218776 -0.8909312 0.492503111089 
2.84 0.0638584 1.98129108225 -0.8869808 0.471642317794 
2.85 0.0633048 1.86998559382 -0.881056 0.444518431517 
2.86 0.0647264 1.97275834182 -0.8780336 0.442177560957 
2.87 0.0644 2.06193839721 -0.8744624 0.496316024912 
2.88 0.059244 1.79793331944 -0.8674112 0.454515876543 
2.89 0.0587432 1.64817547903 -0.861496 0.487410083692 
2.9 0.0607952 1.74331142841 -0.8605552 0.473719926564 
2.91 0.0621712 1.78845701938 -0.8559168 0.446298212633 
2.92 0.057996 1.44169642466 -0.851152 0.410820116345 
2.93 0.054876 1.52419657338 -0.8470912 0.442750504537 
2.94 0.0611912 1.92186551238 -0.8461584 0.422631458374 
2.95 0.0562768 1.46143364556 -0.8350768 0.448847257041 
2.96 0.0569312 1.52797248865 -0.8372064 0.455995240321 
2.97 0.0551584 1.46787409886 -0.8323376 0.438907035064 
2.98 0.0598632 1.72188228671 -0.8290352 0.39739859718 
2.99 0.0526216 1.37296442595 -0.8214336 0.40176744976 
3.0 0.0515944 1.1978677072 -0.8154528 0.413949892267 
