#Temperature	Magnetization	Magn._susceptibility	Energy	Specific_heat
2.41 0.433595 9.24065576349 -1.21747 1.35287609373 
2.42 0.409355 7.45943123554 -1.20307 1.15917458507 
2.43 0.395115 7.52679206173 -1.19142 1.20752484208 
2.44 0.392205 8.56234638934 -1.18352 1.12125837141 
2.45 0.367575 9.25836642857 -1.18144 1.23782599917 
2.46 0.364905 7.33764487398 -1.16362 1.18350820279 
2.47 0.345565 7.25271348583 -1.15054 1.05006857349 
2.48 0.328045 7.0361295121 -1.13724 0.982712174818 
2.49 0.34987 7.43487278715 -1.14384 1.18053930743 
2.5 0.318985 6.250631164 -1.11848 0.8593593344 
2.51 0.301575 5.64506683267 -1.09481 0.898129483659 
2.52 0.30266 6.25249593651 -1.09482 0.992691332829 
2.53 0.322595 6.65551635968 -1.09906 1.19608907497 
2.54 0.295445 4.67964204331 -1.07902 0.897640250481 
2.55 0.27839 5.38441692549 -1.06898 0.915497707036 
2.56 0.240105 4.55024437109 -1.05337 0.830575140381 
2.57 0.233665 4.37797552918 -1.05536 0.806738657663 
2.58 0.23512 4.27971094574 -1.04598 0.695862003485 
2.59 0.26092 4.34616271815 -1.03723 0.740181398608 
2.6 0.260825 4.54782990385 -1.04054 0.651899905325 
2.61 0.234125 3.87836925287 -1.02675 0.767806550109 
2.62 0.230045 4.24478213359 -1.02035 0.7570408193 
2.63 0.260725 4.13374134981 -1.02534 0.755881068109 
2.64 0.221115 3.66867905682 -1.00354 0.632200895317 
2.65 0.20333 3.3539186566 -0.98554 0.644494604486 
2.66 0.231335 3.91117936466 -0.99771 0.679284069196 
2.67 0.20284 3.3632186367 -0.98267 0.654629527697 
2.68 0.22074 3.33555259701 -0.9806 0.601650701715 
2.69 0.21504 3.19747188104 -0.96818 0.628719205097 
2.7 0.202935 3.55525344815 -0.97162 0.606034326475 
2.71 0.2084 3.04937859779 -0.97632 0.629547941885 
2.72 0.18841 2.31042233824 -0.95012 0.611872058824 
2.73 0.178025 2.34330760073 -0.93698 0.540304021253 
2.74 0.208205 3.20669386496 -0.96063 0.608199856146 
2.75 0.17576 2.08411234909 -0.94007 0.553324699504 
2.76 0.163815 2.40695953261 -0.9236 0.508141146818 
2.77 0.1641 2.26677111913 -0.92323 0.5382198178 
2.78 0.18221 2.45728286331 -0.92892 0.529570601936 
2.79 0.180735 2.50141717204 -0.91197 0.541062889737 
2.8 0.1625 2.10391428571 -0.90187 0.513826688776 
2.81 0.15765 1.87923523132 -0.89597 0.463978880713 
2.82 0.15842 2.0862132766 -0.89602 0.484319682109 
2.83 0.168045 2.314897947 -0.89883 0.523214478892 
2.84 0.15377 1.93944184507 -0.88877 0.507686327118 
2.85 0.151215 1.85272263509 -0.88355 0.459223022468 
2.86 0.17089 2.08558851748 -0.88328 0.445226739694 
2.87 0.14924 1.70251183275 -0.87668 0.428519350727 
2.88 0.15127 1.75589404167 -0.86848 0.430511651235 
2.89 0.143235 1.51903249481 -0.86199 0.429292747932 
2.9 0.15738 1.68801870345 -0.84654 0.45895973365 
2.91 0.155425 1.78391675258 -0.85725 0.488758399169 
2.92 0.151665 1.70213736644 -0.85441 0.478797705949 
2.93 0.14612 1.63672977474 -0.85836 0.436604288926 
2.94 0.144075 1.53790739796 -0.8409 0.409726965616 
2.95 0.140695 1.46464975932 -0.83047 0.440686198219 
2.96 0.13661 1.37356187838 -0.84361 0.425377460738 
2.97 0.141765 1.51188010438 -0.83433 0.40883588296 
2.98 0.141155 1.50899878859 -0.82676 0.422237845142 
2.99 0.13959 1.47690058863 -0.81451 0.414409677744 
3.0 0.139905 1.47978213 -0.82494 0.409253173333 
